TICK 1,TICK 2,TRADES #,GROWTH W ALGO %,GROWTH WO ALGO %,GROWTH DIFF,PROFIT,INITIAL BUY,COEFFICIENT
,,"=SUBTOTAL(1,C5:C130000)","=SUBTOTAL(1,D5:D130000)","=SUBTOTAL(1,E5:E130000)","=SUBTOTAL(1,F5:F130000)","=SUBTOTAL(1,G5:G130000)","=SUBTOTAL(1,H5:H130000)","=SUBTOTAL(1,I5:I130000)"


AOS,DLTR,1,1.1112319126121366,1.1112319126121366,0.0,0.8285344869139237,74.55999755859375,0.5362918769630157
AOS,DOV,1,5.1744566294360785,5.1744566294360785,0.0,3.8580747365780326,74.55999755859375,0.7609022556390977
AOS,DOW,1,8.016990744811935,8.016990744811935,0.0,5.9774681036044655,74.55999755859375,0.4466165413533834
AOS,DPZ,1,7.763329199200701,7.763329199200701,0.0,5.788338061389638,74.55999755859375,0.42255639097744363
AOS,DRE,1,7.734426420285017,7.734426420285017,0.0,5.7667881501357385,74.55999755859375,0.7714285714285714
AOS,DRI,4,11.782305313130331,8.374947368566538,3.4073579445637936,8.784886553816037,74.55999755859375,0.6781954887218045
AOS,DTE,1,4.711470223129698,4.711470223129698,0.0,3.5128720833393743,74.55999755859375,0.7578947368421052
AOS,DUK,1,5.585485888024703,5.585485888024703,0.0,4.164538141746817,74.55999755859375,0.8511278195488721
AOS,DVA,1,2.900794743653095,2.900794743653095,0.0,2.1628324900475633,74.55999755859375,0.8330827067669173
AOS,DVN,4,17.741184551492548,24.972298815316904,-7.231114263824356,13.227826768458456,74.55999755859375,0.7022556390977444
AOS,DXC,1,3.2632112786124905,3.2632112786124905,0.0,2.4330502496652286,74.55999755859375,0.6084994789103502
AOS,DXCM,2,16.812717244344192,17.51917964263702,-0.7064623982928282,12.5355615669163,74.55999755859375,0.7609022556390977
AOS,EA,4,14.560386228778782,10.856770545163325,3.703615683615457,10.856223616699282,74.55999755859375,0.7789473684210525
AOS,EBAY,2,12.571787301639926,16.01338027482643,-3.4415929731865056,9.373524305174328,74.55999755859375,0.8390977443609022
AOS,ECL,1,7.29350422687338,7.29350422687338,0.0,5.438036573492724,74.55999755859375,0.8345864661654135
AOS,ED,1,7.024563074701004,7.024563074701004,0.0,5.237514056998947,74.55999755859375,0.6796992481203006
AOS,EFX,3,9.035620443364342,7.139756364233634,1.8958640791307086,6.736958381976251,74.55999755859375,0.8586466165413533
AOS,EIX,1,3.598287384251023,3.598287384251023,0.0,2.6828829858487495,74.55999755859375,0.7398496240601502
